?human	?humanLabel	?representedParty	?representedPartyLabel	?representedGroup	?representedGroupLabel	?electedInDistrict	?electedInDistrictLabel	?startDate	?endDate	?parliamentaryTerm	?parliamentaryTermLabel
<http://www.wikidata.org/entity/Q4069066>	"Raphaël Chanterie"@en	<http://www.wikidata.org/entity/Q750673>	"Christian Democratic and Flemish"@en	<http://www.wikidata.org/entity/Q635616>	"European People's Party group"@en	<http://www.wikidata.org/entity/Q3677922>	"Dutch-speaking electoral college"@en	"1994-07-19T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1999-07-19T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q17315706>	"Fourth European Parliament"@en
<http://www.wikidata.org/entity/Q4069066>	"Raphaël Chanterie"@en	<http://www.wikidata.org/entity/Q750673>	"Christian Democratic and Flemish"@en	<http://www.wikidata.org/entity/Q635616>	"European People's Party group"@en	<http://www.wikidata.org/entity/Q3677922>	"Dutch-speaking electoral college"@en	"1981-12-17T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1984-07-23T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q17315702>	"First European Parliament"@en
<http://www.wikidata.org/entity/Q4121021>	"Edward Kellett-Bowman"@en	<http://www.wikidata.org/entity/Q9626>	"Conservative Party"@en	<http://www.wikidata.org/entity/Q635616>	"European People's Party group"@en	<http://www.wikidata.org/entity/Q6483011>	"Lancashire East"@en	"1979-07-17T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1984-07-23T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q17315702>	"First European Parliament"@en
<http://www.wikidata.org/entity/Q4121021>	"Edward Kellett-Bowman"@en	<http://www.wikidata.org/entity/Q9626>	"Conservative Party"@en	<http://www.wikidata.org/entity/Q635616>	"European People's Party group"@en	<http://www.wikidata.org/entity/Q5646033>	"Hampshire Central"@en	"1988-12-15T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1989-07-24T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q17315703>	"Second European Parliament"@en
<http://www.wikidata.org/entity/Q4121021>	"Edward Kellett-Bowman"@en	<http://www.wikidata.org/entity/Q9626>	"Conservative Party"@en	<http://www.wikidata.org/entity/Q635616>	"European People's Party group"@en	<http://www.wikidata.org/entity/Q5646033>	"Hampshire Central"@en	"1989-07-25T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1994-07-18T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q17315704>	"Third European Parliament"@en
<http://www.wikidata.org/entity/Q4121021>	"Edward Kellett-Bowman"@en	<http://www.wikidata.org/entity/Q9626>	"Conservative Party"@en	<http://www.wikidata.org/entity/Q635616>	"European People's Party group"@en	<http://www.wikidata.org/entity/Q6094262>	"Itchen, Test and Avon"@en	"1994-07-19T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1999-07-19T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q17315706>	"Fourth European Parliament"@en
<http://www.wikidata.org/entity/Q4308885>	"Jacek Włosowicz"@en	<http://www.wikidata.org/entity/Q1337891>	"United Poland"@en	<http://www.wikidata.org/entity/Q17291055>	"Europe of Freedom and Democracy"@en	<http://www.wikidata.org/entity/Q7208888>	"Poland"@en	"2009-07-14T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"2014-06-30T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q4644021>	"Seventh European Parliament"@en
<http://www.wikidata.org/entity/Q4320002>	"Emiel De Winter"@en										
<http://www.wikidata.org/entity/Q4350151>	"Ulpu Iivari"@en	<http://www.wikidata.org/entity/Q499029>	"Social Democratic Party of Finland"@en	<http://www.wikidata.org/entity/Q507343>	"Progressive Alliance of Socialists and Democrats"@en	<http://www.wikidata.org/entity/Q5450446>	"Finland"@en	"1995-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1996-11-10T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q17315706>	"Fourth European Parliament"@en
<http://www.wikidata.org/entity/Q4350151>	"Ulpu Iivari"@en	<http://www.wikidata.org/entity/Q499029>	"Social Democratic Party of Finland"@en	<http://www.wikidata.org/entity/Q507343>	"Progressive Alliance of Socialists and Democrats"@en	<http://www.wikidata.org/entity/Q5450446>	"Finland"@en	"1999-07-20T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"2004-07-19T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q16836722>	"Fifth European Parliament"@en
<http://www.wikidata.org/entity/Q4357848>	"Janey Buchan"@en	<http://www.wikidata.org/entity/Q9630>	"Labour Party"@en	<http://www.wikidata.org/entity/Q507343>	"Progressive Alliance of Socialists and Democrats"@en	<http://www.wikidata.org/entity/Q5566734>	"Glasgow"@en	"1979-07-17T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1984-07-23T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q17315702>	"First European Parliament"@en
<http://www.wikidata.org/entity/Q4357848>	"Janey Buchan"@en	<http://www.wikidata.org/entity/Q9630>	"Labour Party"@en	<http://www.wikidata.org/entity/Q507343>	"Progressive Alliance of Socialists and Democrats"@en	<http://www.wikidata.org/entity/Q5566734>	"Glasgow"@en	"1989-07-25T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1994-07-18T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q17315704>	"Third European Parliament"@en
<http://www.wikidata.org/entity/Q4357848>	"Janey Buchan"@en	<http://www.wikidata.org/entity/Q9630>	"Labour Party"@en	<http://www.wikidata.org/entity/Q507343>	"Progressive Alliance of Socialists and Democrats"@en	<http://www.wikidata.org/entity/Q5566734>	"Glasgow"@en	"1984-07-24T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1989-07-24T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q17315703>	"Second European Parliament"@en
<http://www.wikidata.org/entity/Q4397060>	"Jessica Larive"@en	<http://www.wikidata.org/entity/Q239333>	"People's Party for Freedom and Democracy"@en	<http://www.wikidata.org/entity/Q1671234>	"European Liberal Democrat and Reform Party Group"@en	<http://www.wikidata.org/entity/Q16250490>	"Netherlands"@en	"1984-07-24T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1989-07-24T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q17315703>	"Second European Parliament"@en
<http://www.wikidata.org/entity/Q4397060>	"Jessica Larive"@en	<http://www.wikidata.org/entity/Q239333>	"People's Party for Freedom and Democracy"@en	<http://www.wikidata.org/entity/Q1671234>	"European Liberal Democrat and Reform Party Group"@en	<http://www.wikidata.org/entity/Q16250490>	"Netherlands"@en	"1989-07-25T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1994-07-18T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q17315704>	"Third European Parliament"@en
<http://www.wikidata.org/entity/Q4397060>	"Jessica Larive"@en	<http://www.wikidata.org/entity/Q239333>	"People's Party for Freedom and Democracy"@en	<http://www.wikidata.org/entity/Q1671234>	"European Liberal Democrat and Reform Party Group"@en	<http://www.wikidata.org/entity/Q16250490>	"Netherlands"@en	"1994-07-19T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1999-07-19T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q17315706>	"Fourth European Parliament"@en
<http://www.wikidata.org/entity/Q4405632>	"Graham Booth"@en	<http://www.wikidata.org/entity/Q10647>	"UK Independence Party"@en	<http://www.wikidata.org/entity/Q655137>	"Independence/Democracy"@en	<http://www.wikidata.org/entity/Q2973373>	"South West England"@en	"2004-07-20T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"2008-09-30T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q4642661>	"Sixth European Parliament"@en
<http://www.wikidata.org/entity/Q4405632>	"Graham Booth"@en					<http://www.wikidata.org/entity/Q2973373>	"South West England"@en	"2002-12-15T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"2008-10-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>		
<http://www.wikidata.org/entity/Q4405632>	"Graham Booth"@en	<http://www.wikidata.org/entity/Q10647>	"UK Independence Party"@en	<http://www.wikidata.org/entity/Q1375260>	"Europe of Democracies and Diversities"@en	<http://www.wikidata.org/entity/Q2973373>	"South West England"@en	"2002-12-18T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"2004-07-19T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q16836722>	"Fifth European Parliament"@en
<http://www.wikidata.org/entity/Q4706627>	"Alan Fitch"@en										
<http://www.wikidata.org/entity/Q4710883>	"Albert Murray, Baron Murray of Gravesend"@en										
<http://www.wikidata.org/entity/Q4716972>	"Alex Falconer"@en	<http://www.wikidata.org/entity/Q9630>	"Labour Party"@en	<http://www.wikidata.org/entity/Q507343>	"Progressive Alliance of Socialists and Democrats"@en	<http://www.wikidata.org/entity/Q6840995>	"Mid Scotland and Fife"@en	"1994-07-19T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1999-07-19T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q17315706>	"Fourth European Parliament"@en
<http://www.wikidata.org/entity/Q4716972>	"Alex Falconer"@en	<http://www.wikidata.org/entity/Q9630>	"Labour Party"@en	<http://www.wikidata.org/entity/Q507343>	"Progressive Alliance of Socialists and Democrats"@en	<http://www.wikidata.org/entity/Q6840995>	"Mid Scotland and Fife"@en	"1989-07-25T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1994-07-18T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q17315704>	"Third European Parliament"@en
<http://www.wikidata.org/entity/Q4716972>	"Alex Falconer"@en	<http://www.wikidata.org/entity/Q9630>	"Labour Party"@en	<http://www.wikidata.org/entity/Q507343>	"Progressive Alliance of Socialists and Democrats"@en	<http://www.wikidata.org/entity/Q6840995>	"Mid Scotland and Fife"@en	"1984-07-24T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1989-07-24T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q17315703>	"Second European Parliament"@en
<http://www.wikidata.org/entity/Q4769431>	"Annie Schreijer-Pierik"@en	<http://www.wikidata.org/entity/Q273749>	"Christian Democratic Appeal"@en	<http://www.wikidata.org/entity/Q635616>	"European People's Party group"@en	<http://www.wikidata.org/entity/Q16250490>	"Netherlands"@en	"2014-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>		<http://www.wikidata.org/entity/Q17315694>	"Eighth European Parliament"@en
<http://www.wikidata.org/entity/Q4769784>	"Annunziata Rees-Mogg"@en	<http://www.wikidata.org/entity/Q61651140>	"Brexit Party"@en	<http://www.wikidata.org/entity/Q1345559>	"European Conservatives and Reformists"@en	<http://www.wikidata.org/entity/Q5328978>	"East Midlands"@en	"2019-07-02T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"2020-01-31T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q64038205>	"Ninth European Parliament"@en
<http://www.wikidata.org/entity/Q4769784>	"Annunziata Rees-Mogg"@en	<http://www.wikidata.org/entity/Q61651140>	"Brexit Party"@en	<http://www.wikidata.org/entity/Q1440626>	"Non-Inscrits"@en	<http://www.wikidata.org/entity/Q5328978>	"East Midlands"@en	"2019-07-02T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"2020-01-31T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q64038205>	"Ninth European Parliament"@en
<http://www.wikidata.org/entity/Q4864729>	"Barry Seal"@en	<http://www.wikidata.org/entity/Q9630>	"Labour Party"@en	<http://www.wikidata.org/entity/Q507343>	"Progressive Alliance of Socialists and Democrats"@en	<http://www.wikidata.org/entity/Q8055762>	"Yorkshire West"@en	"1984-07-24T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1989-07-24T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q17315703>	"Second European Parliament"@en
<http://www.wikidata.org/entity/Q4864729>	"Barry Seal"@en	<http://www.wikidata.org/entity/Q9630>	"Labour Party"@en	<http://www.wikidata.org/entity/Q507343>	"Progressive Alliance of Socialists and Democrats"@en	<http://www.wikidata.org/entity/Q8055762>	"Yorkshire West"@en	"1979-07-17T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1984-07-23T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q17315702>	"First European Parliament"@en
<http://www.wikidata.org/entity/Q4864729>	"Barry Seal"@en	<http://www.wikidata.org/entity/Q9630>	"Labour Party"@en	<http://www.wikidata.org/entity/Q507343>	"Progressive Alliance of Socialists and Democrats"@en	<http://www.wikidata.org/entity/Q8055762>	"Yorkshire West"@en	"1994-07-19T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1999-07-19T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q17315706>	"Fourth European Parliament"@en
<http://www.wikidata.org/entity/Q4864729>	"Barry Seal"@en	<http://www.wikidata.org/entity/Q9630>	"Labour Party"@en	<http://www.wikidata.org/entity/Q507343>	"Progressive Alliance of Socialists and Democrats"@en	<http://www.wikidata.org/entity/Q8055762>	"Yorkshire West"@en	"1989-07-25T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1994-07-18T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q17315704>	"Third European Parliament"@en
<http://www.wikidata.org/entity/Q4894218>	"Carlos Ripoll Martínez de Bedoya"@en	<http://www.wikidata.org/entity/Q185088>	"People's Party"@en	<http://www.wikidata.org/entity/Q635616>	"European People's Party group"@en	<http://www.wikidata.org/entity/Q16254367>	"Spain"@en	"1999-07-20T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"2004-04-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q16836722>	"Fifth European Parliament"@en
<http://www.wikidata.org/entity/Q4937931>	"Bogusław Rogalski"@en	<http://www.wikidata.org/entity/Q687574>	"League of Polish Families"@en	<http://www.wikidata.org/entity/Q835545>	"Union for Europe of the Nations"@en	<http://www.wikidata.org/entity/Q7206871>	"Podlaskie and Warmian-Masurian"@en	"2004-07-20T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"2009-07-13T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q4642661>	"Sixth European Parliament"@en
<http://www.wikidata.org/entity/Q4947054>	"Marianne Eriksson"@en	<http://www.wikidata.org/entity/Q110837>	"Left Party"@en	<http://www.wikidata.org/entity/Q753711>	"European United Left–Nordic Green Left"@en	<http://www.wikidata.org/entity/Q7654287>	"Sweden"@en	"1995-10-09T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1999-07-19T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q17315706>	"Fourth European Parliament"@en
<http://www.wikidata.org/entity/Q4947054>	"Marianne Eriksson"@en	<http://www.wikidata.org/entity/Q110837>	"Left Party"@en	<http://www.wikidata.org/entity/Q753711>	"European United Left–Nordic Green Left"@en	<http://www.wikidata.org/entity/Q7654287>	"Sweden"@en	"1999-07-20T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"2004-07-19T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q16836722>	"Fifth European Parliament"@en
<http://www.wikidata.org/entity/Q4956996>	"Inga-Britt Johansson"@en	<http://www.wikidata.org/entity/Q105112>	"Swedish Social Democratic Party"@en	<http://www.wikidata.org/entity/Q507343>	"Progressive Alliance of Socialists and Democrats"@en	<http://www.wikidata.org/entity/Q7654287>	"Sweden"@en	"1995-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1995-10-08T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q17315706>	"Fourth European Parliament"@en
<http://www.wikidata.org/entity/Q4963985>	"Brian Hayes"@en	<http://www.wikidata.org/entity/Q247135>	"Fine Gael"@en	<http://www.wikidata.org/entity/Q635616>	"European People's Party group"@en	<http://www.wikidata.org/entity/Q5310805>	"Dublin"@en	"2014-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>		<http://www.wikidata.org/entity/Q17315694>	"Eighth European Parliament"@en
<http://www.wikidata.org/entity/Q4972535>	"Kristina Persson"@en	<http://www.wikidata.org/entity/Q105112>	"Swedish Social Democratic Party"@en	<http://www.wikidata.org/entity/Q507343>	"Progressive Alliance of Socialists and Democrats"@en	<http://www.wikidata.org/entity/Q7654287>	"Sweden"@en	"1995-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1995-10-08T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q17315706>	"Fourth European Parliament"@en
<http://www.wikidata.org/entity/Q4980077>	"Karin Starrin"@en	<http://www.wikidata.org/entity/Q110832>	"Centre Party"@en	<http://www.wikidata.org/entity/Q1671234>	"European Liberal Democrat and Reform Party Group"@en	<http://www.wikidata.org/entity/Q7654287>	"Sweden"@en	"1995-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1995-10-08T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q17315706>	"Fourth European Parliament"@en
<http://www.wikidata.org/entity/Q4994621>	"Freddy Blak"@en	<http://www.wikidata.org/entity/Q212101>	"Social Democrats"@en	<http://www.wikidata.org/entity/Q507343>	"Progressive Alliance of Socialists and Democrats"@en	<http://www.wikidata.org/entity/Q5257930>	"Denmark"@en	"1994-07-19T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1999-07-19T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q17315706>	"Fourth European Parliament"@en
<http://www.wikidata.org/entity/Q4994621>	"Freddy Blak"@en	<http://www.wikidata.org/entity/Q212101>	"Social Democrats"@en	<http://www.wikidata.org/entity/Q753711>	"European United Left–Nordic Green Left"@en	<http://www.wikidata.org/entity/Q5257930>	"Denmark"@en	"1999-07-20T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"2004-07-19T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q16836722>	"Fifth European Parliament"@en
<http://www.wikidata.org/entity/Q4994621>	"Freddy Blak"@en	<http://www.wikidata.org/entity/Q212101>	"Social Democrats"@en	<http://www.wikidata.org/entity/Q507343>	"Progressive Alliance of Socialists and Democrats"@en	<http://www.wikidata.org/entity/Q5257930>	"Denmark"@en	"1989-07-25T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1994-07-18T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q17315704>	"Third European Parliament"@en
<http://www.wikidata.org/entity/Q5111138>	"Christine Oddy"@en	<http://www.wikidata.org/entity/Q9669>	"Green Party of England and Wales"@en	<http://www.wikidata.org/entity/Q507343>	"Progressive Alliance of Socialists and Democrats"@en	<http://www.wikidata.org/entity/Q5179127>	"Coventry and North Warwickshire"@en	"1994-07-19T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1999-07-19T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q17315706>	"Fourth European Parliament"@en
<http://www.wikidata.org/entity/Q5111138>	"Christine Oddy"@en	<http://www.wikidata.org/entity/Q9669>	"Green Party of England and Wales"@en	<http://www.wikidata.org/entity/Q507343>	"Progressive Alliance of Socialists and Democrats"@en	<http://www.wikidata.org/entity/Q16997774>	"Midlands Central"@en	"1989-07-25T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1994-07-18T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q17315704>	"Third European Parliament"@en
