?human	?humanLabel	?representedParty	?representedPartyLabel	?representedGroup	?representedGroupLabel	?electedInDistrict	?electedInDistrictLabel	?startDate	?endDate	?parliamentaryTerm	?parliamentaryTermLabel
<http://www.wikidata.org/entity/Q11767169>	"Manuel Escolá"@en	<http://www.wikidata.org/entity/Q3822885>	"Nationalist Coalition"@en	<http://www.wikidata.org/entity/Q1651405>	"European Radical Alliance"@en	<http://www.wikidata.org/entity/Q16254367>	"Spain"@en	"1998-10-08T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1999-07-19T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q17315706>	"Fourth European Parliament"@en
<http://www.wikidata.org/entity/Q11772408>	"Małgorzata Winiarczyk-Kossakowska"@en	<http://www.wikidata.org/entity/Q980083>	"Social Democracy of Poland"@en	<http://www.wikidata.org/entity/Q507343>	"Progressive Alliance of Socialists and Democrats"@en	<http://www.wikidata.org/entity/Q7208888>	"Poland"@en	"2004-05-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"2004-07-19T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q16836722>	"Fifth European Parliament"@en
<http://www.wikidata.org/entity/Q11874065>	"Kyösti Toivonen"@en	<http://www.wikidata.org/entity/Q304191>	"National Coalition Party"@en	<http://www.wikidata.org/entity/Q635616>	"European People's Party group"@en	<http://www.wikidata.org/entity/Q5450446>	"Finland"@en	"1995-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1996-11-10T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q17315706>	"Fourth European Parliament"@en
<http://www.wikidata.org/entity/Q11882983>	"Mirja Ryynänen"@en	<http://www.wikidata.org/entity/Q506591>	"Centre Party"@en	<http://www.wikidata.org/entity/Q1671234>	"European Liberal Democrat and Reform Party Group"@en	<http://www.wikidata.org/entity/Q5450446>	"Finland"@en	"1995-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1999-07-19T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q17315706>	"Fourth European Parliament"@en
<http://www.wikidata.org/entity/Q11882986>	"Mirja Vehkaperä"@en	<http://www.wikidata.org/entity/Q506591>	"Centre Party"@en	<http://www.wikidata.org/entity/Q839097>	"Group of the Alliance of Liberals and Democrats for Europe"@en	<http://www.wikidata.org/entity/Q5450446>	"Finland"@en	"2018-06-12T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>		<http://www.wikidata.org/entity/Q17315694>	"Eighth European Parliament"@en
<http://www.wikidata.org/entity/Q11893010>	"Seppo Pelttari"@en	<http://www.wikidata.org/entity/Q506591>	"Centre Party"@en	<http://www.wikidata.org/entity/Q1671234>	"European Liberal Democrat and Reform Party Group"@en	<http://www.wikidata.org/entity/Q5450446>	"Finland"@en	"1995-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1996-11-10T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q17315706>	"Fourth European Parliament"@en
<http://www.wikidata.org/entity/Q11922941>	"Francisca Bennàssar Tous"@en	<http://www.wikidata.org/entity/Q185088>	"People's Party"@en	<http://www.wikidata.org/entity/Q635616>	"European People's Party group"@en	<http://www.wikidata.org/entity/Q16254367>	"Spain"@en	"1994-07-19T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1999-07-19T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q17315706>	"Fourth European Parliament"@en
<http://www.wikidata.org/entity/Q11984989>	"Jean Drouot-L'Hermine"@en										
<http://www.wikidata.org/entity/Q12019421>	"Helena Mallotová"@en	<http://www.wikidata.org/entity/Q828099>	"Civic Democratic Party"@en	<http://www.wikidata.org/entity/Q635616>	"European People's Party group"@en	<http://www.wikidata.org/entity/Q5201764>	"Czech Republic"@en	"2004-05-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"2004-07-19T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q16836722>	"Fifth European Parliament"@en
<http://www.wikidata.org/entity/Q12019429>	"Helena Rögnerová"@en	<http://www.wikidata.org/entity/Q327591>	"independent politician"@en	<http://www.wikidata.org/entity/Q1671234>	"European Liberal Democrat and Reform Party Group"@en	<http://www.wikidata.org/entity/Q5201764>	"Czech Republic"@en	"2004-05-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"2004-07-19T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q16836722>	"Fifth European Parliament"@en
<http://www.wikidata.org/entity/Q12044944>	"Petr Lachnit"@en	<http://www.wikidata.org/entity/Q341148>	"Czech Social Democratic Party"@en	<http://www.wikidata.org/entity/Q507343>	"Progressive Alliance of Socialists and Democrats"@en	<http://www.wikidata.org/entity/Q5201764>	"Czech Republic"@en	"2004-05-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"2004-07-19T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q16836722>	"Fifth European Parliament"@en
<http://www.wikidata.org/entity/Q12055995>	"Stanislav Polčák"@en	<http://www.wikidata.org/entity/Q651129>	"TOP 09"@en	<http://www.wikidata.org/entity/Q635616>	"European People's Party group"@en	<http://www.wikidata.org/entity/Q5201764>	"Czech Republic"@en	"2014-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"2019-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q17315694>	"Eighth European Parliament"@en
<http://www.wikidata.org/entity/Q12309860>	"Else Hammerich"@en	<http://www.wikidata.org/entity/Q1435460>	"People's Movement against the EU"@en	<http://www.wikidata.org/entity/Q1440566>	"Technical Group of Independents"@en	<http://www.wikidata.org/entity/Q5257930>	"Denmark"@en	"1979-07-17T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1984-07-23T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q17315702>	"First European Parliament"@en
<http://www.wikidata.org/entity/Q12309860>	"Else Hammerich"@en	<http://www.wikidata.org/entity/Q1435460>	"People's Movement against the EU"@en	<http://www.wikidata.org/entity/Q3777325>	"Rainbow Group"@en	<http://www.wikidata.org/entity/Q5257930>	"Denmark"@en	"1984-07-24T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1989-07-24T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q17315703>	"Second European Parliament"@en
<http://www.wikidata.org/entity/Q12724041>	"Christopher Price"@en										
<http://www.wikidata.org/entity/Q12960651>	"Zdravka Bušić"@en	<http://www.wikidata.org/entity/Q738439>	"Croatian Democratic Union"@en	<http://www.wikidata.org/entity/Q635616>	"European People's Party group"@en	<http://www.wikidata.org/entity/Q16952783>	"Croatia"@en	"2013-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"2014-06-30T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q4644021>	"Seventh European Parliament"@en
<http://www.wikidata.org/entity/Q13107505>	"Ivana Maletić"@en	<http://www.wikidata.org/entity/Q738439>	"Croatian Democratic Union"@en	<http://www.wikidata.org/entity/Q635616>	"European People's Party group"@en	<http://www.wikidata.org/entity/Q16952783>	"Croatia"@en	"2013-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"2014-06-30T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q4644021>	"Seventh European Parliament"@en
<http://www.wikidata.org/entity/Q13107505>	"Ivana Maletić"@en	<http://www.wikidata.org/entity/Q738439>	"Croatian Democratic Union"@en	<http://www.wikidata.org/entity/Q635616>	"European People's Party group"@en	<http://www.wikidata.org/entity/Q16952783>	"Croatia"@en	"2014-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"2019-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q17315694>	"Eighth European Parliament"@en
<http://www.wikidata.org/entity/Q13147731>	"Luis Vega y Escandón"@en	<http://www.wikidata.org/entity/Q28764767>	"Partido Demócrata Popular"@en	<http://www.wikidata.org/entity/Q635616>	"European People's Party group"@en	<http://www.wikidata.org/entity/Q16254367>	"Spain"@en	"1986-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1987-07-05T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q17315703>	"Second European Parliament"@en
<http://www.wikidata.org/entity/Q13147731>	"Luis Vega y Escandón"@en							"1986-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1987-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>		
<http://www.wikidata.org/entity/Q13989269>	"Pablo Iglesias Turrión"@en	<http://www.wikidata.org/entity/Q16059622>	"Podemos"@en	<http://www.wikidata.org/entity/Q753711>	"European United Left–Nordic Green Left"@en	<http://www.wikidata.org/entity/Q16254367>	"Spain"@en	"2014-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"2015-10-27T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q17315694>	"Eighth European Parliament"@en
<http://www.wikidata.org/entity/Q14405672>	"Sandra Petrović Jakovina"@en	<http://www.wikidata.org/entity/Q830323>	"Social Democratic Party of Croatia"@en	<http://www.wikidata.org/entity/Q507343>	"Progressive Alliance of Socialists and Democrats"@en	<http://www.wikidata.org/entity/Q16952783>	"Croatia"@en	"2013-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"2014-06-30T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q4644021>	"Seventh European Parliament"@en
<http://www.wikidata.org/entity/Q14476134>	"Stelios Kouloglou"@en	<http://www.wikidata.org/entity/Q222897>	"SYRIZA"@en	<http://www.wikidata.org/entity/Q753711>	"European United Left–Nordic Green Left"@en	<http://www.wikidata.org/entity/Q17077105>	"Greece"@en	"2015-01-27T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>		<http://www.wikidata.org/entity/Q17315694>	"Eighth European Parliament"@en
<http://www.wikidata.org/entity/Q15054090>	"Édouard Martin"@en	<http://www.wikidata.org/entity/Q170972>	"Socialist Party"@en	<http://www.wikidata.org/entity/Q507343>	"Progressive Alliance of Socialists and Democrats"@en	<http://www.wikidata.org/entity/Q547526>	"East France"@en	"2014-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>		<http://www.wikidata.org/entity/Q17315694>	"Eighth European Parliament"@en
<http://www.wikidata.org/entity/Q15133434>	"Ludivina García Arias"@en	<http://www.wikidata.org/entity/Q138198>	"Spanish Socialist Workers' Party"@en	<http://www.wikidata.org/entity/Q507343>	"Progressive Alliance of Socialists and Democrats"@en	<http://www.wikidata.org/entity/Q16254367>	"Spain"@en	"1986-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1989-07-24T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q17315703>	"Second European Parliament"@en
<http://www.wikidata.org/entity/Q15133434>	"Ludivina García Arias"@en	<http://www.wikidata.org/entity/Q138198>	"Spanish Socialist Workers' Party"@en	<http://www.wikidata.org/entity/Q507343>	"Progressive Alliance of Socialists and Democrats"@en	<http://www.wikidata.org/entity/Q16254367>	"Spain"@en	"1989-07-25T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1994-07-18T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q17315704>	"Third European Parliament"@en
<http://www.wikidata.org/entity/Q15133434>	"Ludivina García Arias"@en							"1987-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"2000-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>		
<http://www.wikidata.org/entity/Q15133434>	"Ludivina García Arias"@en	<http://www.wikidata.org/entity/Q138198>	"Spanish Socialist Workers' Party"@en	<http://www.wikidata.org/entity/Q507343>	"Progressive Alliance of Socialists and Democrats"@en	<http://www.wikidata.org/entity/Q16254367>	"Spain"@en	"1994-07-19T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1999-07-19T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q17315706>	"Fourth European Parliament"@en
<http://www.wikidata.org/entity/Q15196585>	"Jean Wolter"@en	<http://www.wikidata.org/entity/Q1344670>	"Christian Social People's Party"@en	<http://www.wikidata.org/entity/Q635616>	"European People's Party group"@en	<http://www.wikidata.org/entity/Q15921347>	"Luxembourg constituency of the European Parliament"@en	"1979-07-17T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1979-07-18T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q17315702>	"First European Parliament"@en
<http://www.wikidata.org/entity/Q15207915>	"Marlene Mizzi"@en	<http://www.wikidata.org/entity/Q684886>	"Labour Party"@en	<http://www.wikidata.org/entity/Q507343>	"Progressive Alliance of Socialists and Democrats"@en	<http://www.wikidata.org/entity/Q6744650>	"Malta"@en	"2014-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>		<http://www.wikidata.org/entity/Q17315694>	"Eighth European Parliament"@en
<http://www.wikidata.org/entity/Q15207915>	"Marlene Mizzi"@en	<http://www.wikidata.org/entity/Q684886>	"Labour Party"@en	<http://www.wikidata.org/entity/Q507343>	"Progressive Alliance of Socialists and Democrats"@en	<http://www.wikidata.org/entity/Q6744650>	"Malta"@en	"2013-04-25T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"2014-06-30T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q4644021>	"Seventh European Parliament"@en
<http://www.wikidata.org/entity/Q15448546>	"Klaus Rehder"@en	<http://www.wikidata.org/entity/Q49768>	"Social Democratic Party of Germany"@en	<http://www.wikidata.org/entity/Q507343>	"Progressive Alliance of Socialists and Democrats"@en	<http://www.wikidata.org/entity/Q1350565>	"Germany"@en	"1994-07-19T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1999-07-19T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q17315706>	"Fourth European Parliament"@en
<http://www.wikidata.org/entity/Q15564103>	"Ernest Urtasun"@en	<http://www.wikidata.org/entity/Q149877>	"Initiative for Catalonia Greens"@en	<http://www.wikidata.org/entity/Q751935>	"The Greens–European Free Alliance"@en	<http://www.wikidata.org/entity/Q16254367>	"Spain"@en	"2014-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"2019-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q17315694>	"Eighth European Parliament"@en
<http://www.wikidata.org/entity/Q15718586>	"Maria Grapini"@en	<http://www.wikidata.org/entity/Q783621>	"Conservative Party"@en	<http://www.wikidata.org/entity/Q507343>	"Progressive Alliance of Socialists and Democrats"@en	<http://www.wikidata.org/entity/Q7362480>	"Romania"@en	"2014-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"2019-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q17315694>	"Eighth European Parliament"@en
<http://www.wikidata.org/entity/Q15817642>	"Petr Ježek"@en	<http://www.wikidata.org/entity/Q10728124>	"ANO 2011"@en	<http://www.wikidata.org/entity/Q839097>	"Group of the Alliance of Liberals and Democrats for Europe"@en	<http://www.wikidata.org/entity/Q5201764>	"Czech Republic"@en	"2014-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"2019-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q17315694>	"Eighth European Parliament"@en
<http://www.wikidata.org/entity/Q15970417>	"Jean Laborbe"@en										
<http://www.wikidata.org/entity/Q276023>	"Susanna Agnelli"@en	<http://www.wikidata.org/entity/Q767560>	"Italian Republican Party"@en	<http://www.wikidata.org/entity/Q1671234>	"European Liberal Democrat and Reform Party Group"@en	<http://www.wikidata.org/entity/Q38>	"Italy"@en	"1979-07-17T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1981-10-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q17315702>	"First European Parliament"@en
<http://www.wikidata.org/entity/Q276884>	"Josep Antoni Duran i Lleida"@en					<http://www.wikidata.org/entity/Q16254367>	"Spain"@en	"1986-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1987-07-05T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>		
<http://www.wikidata.org/entity/Q276884>	"Josep Antoni Duran i Lleida"@en	<http://www.wikidata.org/entity/Q1628993>	"Democratic Union of Catalonia"@en	<http://www.wikidata.org/entity/Q635616>	"European People's Party group"@en	<http://www.wikidata.org/entity/Q16254367>	"Spain"@en	"1986-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1987-07-05T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q17315703>	"Second European Parliament"@en
<http://www.wikidata.org/entity/Q285249>	"Ann Clwyd"@en	<http://www.wikidata.org/entity/Q9630>	"Labour Party"@en	<http://www.wikidata.org/entity/Q507343>	"Progressive Alliance of Socialists and Democrats"@en	<http://www.wikidata.org/entity/Q6841062>	"Mid and West Wales"@en	"1979-07-17T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1984-07-23T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q17315702>	"First European Parliament"@en
<http://www.wikidata.org/entity/Q285249>	"Ann Clwyd"@en							"1979-06-07T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1984-06-14T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>		
<http://www.wikidata.org/entity/Q296386>	"Michel Debré"@en	<http://www.wikidata.org/entity/Q1052584>	"Rally for the Republic"@en	<http://www.wikidata.org/entity/Q5413043>	"European Progressive Democrats"@en	<http://www.wikidata.org/entity/Q5478259>	"France"@en	"1979-07-17T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1980-09-30T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q17315702>	"First European Parliament"@en
<http://www.wikidata.org/entity/Q296956>	"Rolandas Paksas"@en	<http://www.wikidata.org/entity/Q81517>	"Order and Justice"@en	<http://www.wikidata.org/entity/Q1165759>	"Europe of Freedom and Direct Democracy"@en	<http://www.wikidata.org/entity/Q6648231>	"Lithuania"@en	"2014-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>		<http://www.wikidata.org/entity/Q17315694>	"Eighth European Parliament"@en
<http://www.wikidata.org/entity/Q296956>	"Rolandas Paksas"@en	<http://www.wikidata.org/entity/Q81517>	"Order and Justice"@en	<http://www.wikidata.org/entity/Q17291055>	"Europe of Freedom and Democracy"@en	<http://www.wikidata.org/entity/Q6648231>	"Lithuania"@en	"2009-07-14T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"2014-06-30T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q4644021>	"Seventh European Parliament"@en
<http://www.wikidata.org/entity/Q303716>	"Jonathan Evans"@en	<http://www.wikidata.org/entity/Q9626>	"Conservative Party"@en	<http://www.wikidata.org/entity/Q635616>	"European People's Party group"@en	<http://www.wikidata.org/entity/Q7961747>	"Wales"@en	"2004-07-20T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"2009-07-13T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q4642661>	"Sixth European Parliament"@en
<http://www.wikidata.org/entity/Q303716>	"Jonathan Evans"@en	<http://www.wikidata.org/entity/Q9626>	"Conservative Party"@en	<http://www.wikidata.org/entity/Q635616>	"European People's Party group"@en	<http://www.wikidata.org/entity/Q7961747>	"Wales"@en	"1999-07-20T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"2004-07-19T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q16836722>	"Fifth European Parliament"@en
<http://www.wikidata.org/entity/Q303716>	"Jonathan Evans"@en							"1999-06-10T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"2009-06-04T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>		
<http://www.wikidata.org/entity/Q318474>	"Abel Matutes"@en	<http://www.wikidata.org/entity/Q185088>	"People's Party"@en	<http://www.wikidata.org/entity/Q635616>	"European People's Party group"@en	<http://www.wikidata.org/entity/Q16254367>	"Spain"@en	"1994-07-19T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1996-05-06T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q17315706>	"Fourth European Parliament"@en
<http://www.wikidata.org/entity/Q319011>	"Pierre-Henri Teitgen"@en										
<http://www.wikidata.org/entity/Q321290>	"Willem Scholten"@en										
<http://www.wikidata.org/entity/Q322396>	"Horst Posdorf"@en	<http://www.wikidata.org/entity/Q49762>	"Christian Democratic Union"@en	<http://www.wikidata.org/entity/Q635616>	"European People's Party group"@en	<http://www.wikidata.org/entity/Q1350565>	"Germany"@en	"2005-10-24T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"2009-07-13T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q4642661>	"Sixth European Parliament"@en
<http://www.wikidata.org/entity/Q332385>	"Geoff Hoon"@en	<http://www.wikidata.org/entity/Q9630>	"Labour Party"@en	<http://www.wikidata.org/entity/Q507343>	"Progressive Alliance of Socialists and Democrats"@en	<http://www.wikidata.org/entity/Q5261553>	"Derbyshire"@en	"1989-07-25T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1994-07-18T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q17315704>	"Third European Parliament"@en
<http://www.wikidata.org/entity/Q332385>	"Geoff Hoon"@en	<http://www.wikidata.org/entity/Q9630>	"Labour Party"@en	<http://www.wikidata.org/entity/Q507343>	"Progressive Alliance of Socialists and Democrats"@en	<http://www.wikidata.org/entity/Q5261553>	"Derbyshire"@en	"1984-07-24T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1989-07-24T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q17315703>	"Second European Parliament"@en
<http://www.wikidata.org/entity/Q333729>	"Jim Nicholson"@en	<http://www.wikidata.org/entity/Q841045>	"Ulster Unionist Party"@en	<http://www.wikidata.org/entity/Q1345559>	"European Conservatives and Reformists"@en	<http://www.wikidata.org/entity/Q7058448>	"Northern Ireland"@en	"2014-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>		<http://www.wikidata.org/entity/Q17315694>	"Eighth European Parliament"@en
<http://www.wikidata.org/entity/Q333729>	"Jim Nicholson"@en	<http://www.wikidata.org/entity/Q841045>	"Ulster Unionist Party"@en	<http://www.wikidata.org/entity/Q635616>	"European People's Party group"@en	<http://www.wikidata.org/entity/Q7058448>	"Northern Ireland"@en	"2004-07-20T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"2009-07-13T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q4642661>	"Sixth European Parliament"@en
<http://www.wikidata.org/entity/Q333729>	"Jim Nicholson"@en	<http://www.wikidata.org/entity/Q841045>	"Ulster Unionist Party"@en	<http://www.wikidata.org/entity/Q635616>	"European People's Party group"@en	<http://www.wikidata.org/entity/Q7058448>	"Northern Ireland"@en	"1999-07-20T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"2004-07-19T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q16836722>	"Fifth European Parliament"@en
<http://www.wikidata.org/entity/Q333729>	"Jim Nicholson"@en	<http://www.wikidata.org/entity/Q841045>	"Ulster Unionist Party"@en	<http://www.wikidata.org/entity/Q635616>	"European People's Party group"@en	<http://www.wikidata.org/entity/Q7058448>	"Northern Ireland"@en	"1994-07-19T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1999-07-19T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q17315706>	"Fourth European Parliament"@en
<http://www.wikidata.org/entity/Q333729>	"Jim Nicholson"@en	<http://www.wikidata.org/entity/Q841045>	"Ulster Unionist Party"@en	<http://www.wikidata.org/entity/Q1345559>	"European Conservatives and Reformists"@en	<http://www.wikidata.org/entity/Q7058448>	"Northern Ireland"@en	"2009-07-14T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"2014-06-30T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q4644021>	"Seventh European Parliament"@en
<http://www.wikidata.org/entity/Q333729>	"Jim Nicholson"@en	<http://www.wikidata.org/entity/Q841045>	"Ulster Unionist Party"@en	<http://www.wikidata.org/entity/Q635616>	"European People's Party group"@en	<http://www.wikidata.org/entity/Q7058448>	"Northern Ireland"@en	"1989-07-25T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1994-07-18T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q17315704>	"Third European Parliament"@en
<http://www.wikidata.org/entity/Q334048>	"John Evans, Baron Evans of Parkside"@en										
<http://www.wikidata.org/entity/Q336057>	"William Legge, 10th Earl of Dartmouth"@en	<http://www.wikidata.org/entity/Q10647>	"UK Independence Party"@en	<http://www.wikidata.org/entity/Q1165759>	"Europe of Freedom and Direct Democracy"@en	<http://www.wikidata.org/entity/Q2973373>	"South West England"@en	"2014-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>		<http://www.wikidata.org/entity/Q17315694>	"Eighth European Parliament"@en
